,Age,Sex,Interest,Clicks,Purchased
5405,29.075574783990064,Unclassified,6.0,0,0.0
5406,35.16802741186051,Unclassified,2.0,0,0.0
5408,39.22742350615859,F,8.0,2,0.0
5409,31.373650216816806,M,8.0,4,0.0
5410,63.85062801226599,F,2.0,1,49.13228610682597
5412,51.60476053450554,Unclassified,5.0,1,86.53881139435205
5413,66.28463254864933,M,4.0,0,0.0
5414,55.62870647554798,M,5.0,2,164.0276649026866
5415,26.829958167724183,M,7.0,1,0.0
5416,48.513632841349846,F,3.0,0,0.0
5417,28.323196773615905,M,1.0,0,0.0
5418,24.759613759368367,M,8.0,1,0.0
5420,44.93023163172654,F,1.0,0,0.0
5421,51.53426009273943,F,7.0,3,103.44379043590027
5423,70.6733645558393,M,3.0,3,0.0
5424,62.49448341083227,F,3.0,3,0.0
5426,59.471691797943144,Unclassified,5.0,1,58.47403924241667
5427,14.983000326076189,F,4.0,3,120.63531478765324
5428,14.840768964502837,F,8.0,3,0.0
5429,64.8821725740053,M,6.0,1,21.155052821771342
5431,67.56386004036966,M,5.0,3,345.3271508821459
5432,16.82182256847746,Unclassified,7.0,1,0.0
5433,25.614405803068106,F,1.0,1,25.46495720848243
5434,44.598507620662964,M,9.0,3,0.0
5435,22.035471677728935,Unclassified,7.0,0,0.0
5439,64.99439162561168,F,2.0,1,290.48746889534596
5440,49.9429845124243,Unclassified,7.0,0,0.0
5441,63.99520777378843,M,7.0,6,409.10201427829475
5442,47.1510246836819,F,2.0,2,0.0
5443,57.421060607877635,Unclassified,2.0,1,11.470653889512715
5444,63.340603475201554,M,2.0,1,0.0
5445,17.54831328469774,F,7.0,3,0.0
5447,20.33561921057713,F,2.0,2,0.0
5448,59.77156038487624,M,5.0,4,164.00158924416314
5451,50.33544483861832,F,8.0,1,0.0
5452,25.729344313571417,Unclassified,3.0,0,0.0
5453,47.813118587156254,M,6.0,0,0.0
5454,18.768859296872733,Unclassified,2.0,0,0.0
5455,56.91776330303862,F,8.0,1,113.26172824163793
5456,24.39140383654598,M,8.0,8,0.0
5457,24.08344245014976,M,5.0,2,0.0
5458,61.24337079568735,Unclassified,5.0,2,0.0
5459,71.13558234311645,M,3.0,3,0.0
5460,37.997848106338864,F,5.0,0,0.0
5461,24.559158249591707,F,4.0,0,0.0
5462,52.45880946596743,Unclassified,8.0,0,0.0
5463,52.45201854224935,F,3.0,0,0.0
5465,46.180153309256454,M,7.0,8,0.0
5466,58.48477824019735,F,6.0,0,0.0
5469,53.332690490893505,M,6.0,1,0.0
5471,50.607562000919344,Unclassified,4.0,2,235.15364887670256
5472,62.70359157691249,M,3.0,1,49.61674186691227
5474,40.67032008105387,F,8.0,0,0.0
5476,17.40017798512954,Unclassified,10.0,3,0.0
5477,61.57234743644828,F,3.0,1,157.17442490516555
5478,47.295650109726814,Unclassified,5.0,0,0.0
5479,24.34835119041654,F,6.0,0,0.0
5481,40.362747723010905,M,6.0,0,0.0
5482,24.045036442401067,Unclassified,5.0,0,0.0
5483,65.21351550796174,F,5.0,1,0.0
5486,66.59035731108744,Unclassified,8.0,2,109.2588029524358
5488,16.454263602330226,F,4.0,4,0.0
5489,47.27944846165168,Unclassified,2.0,0,0.0
5490,22.918057077560675,F,6.0,1,76.86083621911492
5491,21.218699861348483,Unclassified,3.0,0,0.0
5492,18.99994392363136,F,5.0,0,0.0
5493,28.77300878058377,F,7.0,4,208.40899617704795
5494,71.18350001536169,Unclassified,7.0,0,0.0
5495,46.27077760765999,Unclassified,6.0,0,0.0
5496,32.562554333679174,Unclassified,3.0,0,0.0
5497,47.39492133194766,F,8.0,0,0.0
5498,67.90462950686069,F,3.0,1,0.0
5500,37.147991042998676,Unclassified,9.0,0,0.0
5501,52.25625208873248,F,5.0,0,0.0
5502,51.70485477052706,M,8.0,2,175.63173990423027
5504,51.4167393572019,F,3.0,1,195.49787442753566
5506,59.43179283939699,Unclassified,3.0,0,0.0
5507,67.13797999976617,F,9.0,1,90.73682039220415
5510,68.16916445619498,Unclassified,3.0,0,0.0
5511,25.205144959088972,M,6.0,0,0.0
5512,51.33402503081572,Unclassified,2.0,1,162.19909322348747
5513,49.46519352388732,Unclassified,5.0,0,0.0
5514,38.64172945062574,F,8.0,4,0.0
5515,60.79071617873319,Unclassified,8.0,1,65.19149518769326
5516,21.117886518066605,Unclassified,7.0,3,344.70393515100443
5517,50.85344565437997,F,6.0,2,0.0
5519,25.530452137128,F,5.0,0,0.0
5520,49.35374376805767,F,1.0,2,0.0
5521,16.251149397918415,F,10.0,3,0.0
5522,49.64310595301805,F,4.0,1,10.195626407756107
5524,38.09625831522801,Unclassified,6.0,0,0.0
5525,42.50659012274027,F,3.0,4,0.0
5526,67.41474504983557,M,7.0,7,266.60633790154327
5527,73.18163091322833,Unclassified,6.0,3,99.34660570535749
5530,23.085652026446432,F,4.0,2,43.67844664698129
5531,40.296092934625946,Unclassified,3.0,0,0.0
5532,45.81060180334005,M,6.0,0,0.0
5534,54.606560908891254,F,10.0,4,153.3281976181328
5535,35.04299649255612,M,3.0,2,0.0
5536,46.00863653674532,M,7.0,1,0.0
5537,21.789100991162734,M,7.0,3,371.8567890504466
5538,40.9144598092956,F,5.0,0,0.0
5539,14.670543150149548,F,7.0,2,15.958730694134717
5540,54.84143606229305,Unclassified,5.0,1,0.0
5541,22.822788349918678,M,7.0,1,88.47919737403393
5546,32.27386112888506,F,3.0,4,0.0
5549,67.64095578754527,F,9.0,1,160.10574213765406
5550,45.785565331042754,F,8.0,2,56.65627085215165
5552,42.223916444829875,M,10.0,6,0.0
5553,41.986241938567524,Unclassified,8.0,0,0.0
5554,30.980533475481007,M,7.0,4,365.5023571520076
5555,53.31791980285327,F,2.0,1,52.769904828986995
5556,19.694951732633903,M,5.0,2,142.1607033435064
5557,69.04763756923981,F,7.0,1,81.50209689463443
5558,55.40342145652116,F,5.0,1,12.58623022607349
5560,28.565903731834997,Unclassified,7.0,0,0.0
5561,60.153962622042066,Unclassified,4.0,1,0.0
5562,39.39302928346976,M,10.0,4,0.0
5564,69.35229528851957,F,4.0,5,0.0
5566,30.015060320083354,M,8.0,1,202.63134993397244
5567,16.760700211279733,F,5.0,0,0.0
5569,45.87337330617929,F,8.0,1,44.410876444234844
5570,35.34015414353329,F,7.0,0,0.0
5571,35.412708583321965,M,7.0,1,63.42660619420235
5572,33.28858796862089,F,4.0,0,0.0
5573,34.34639340676428,M,7.0,7,0.0
5574,44.904274847385985,F,2.0,4,399.4746206778853
5576,33.3971559443878,F,8.0,1,0.0
5577,23.933499515299125,M,7.0,2,59.871149243419865
5578,28.468297268217015,F,7.0,4,0.0
5582,52.84279250255162,Unclassified,8.0,1,0.0
5583,38.96274175988561,M,5.0,0,0.0
5584,38.20068817264358,F,2.0,0,0.0
5586,33.99210565327445,F,3.0,1,0.0
5588,55.24706407033491,F,5.0,4,0.0
5589,48.65582956765592,F,8.0,0,0.0
5590,46.342092771526126,F,8.0,2,0.0
5591,48.994461596399866,M,6.0,1,43.322499998670736
5592,63.39760628126326,Unclassified,1.0,0,0.0
5593,26.650376648101897,M,3.0,2,0.0
5594,52.609103856427375,F,5.0,3,0.0
5596,21.04679730397446,F,7.0,3,347.5873142971874
5597,34.05332432685806,F,4.0,1,0.0
5598,34.07800038371211,F,4.0,1,175.7413619686051
5599,16.543359033659293,Unclassified,7.0,0,0.0
5600,50.13518241630134,M,7.0,4,167.57980327045
5601,17.585028951710484,M,5.0,2,0.0
5602,48.47098154212114,Unclassified,9.0,1,15.707934158618059
5604,37.504299717293414,M,5.0,3,320.9041647451136
5605,53.24684662443417,M,2.0,0,0.0
5606,36.568597137452514,F,6.0,3,478.2561730576177
5607,65.6922872130087,F,2.0,2,0.0
5608,39.66856604270067,M,7.0,7,723.3269122215763
5609,18.547416113524374,Unclassified,4.0,0,0.0
5610,52.05876085553606,M,4.0,1,0.0
5611,67.60950109797827,M,6.0,4,182.86021207099398
5613,23.982632803138344,M,8.0,5,482.9134364830017
5614,49.63345955541823,F,9.0,4,431.9091032477343
5615,35.16283953087253,M,3.0,2,246.1555339650118
5616,58.42815399957489,Unclassified,10.0,1,42.11267986122813
5617,49.362218378779346,Unclassified,9.0,2,0.0
5618,47.713453057074155,F,4.0,2,74.70022683017233
5620,62.99693146791437,F,2.0,0,0.0
5621,41.925947412739134,F,5.0,0,0.0
5622,48.53357652396587,M,6.0,2,208.69042722597445
5623,40.035432300761045,M,9.0,0,0.0
5625,39.738914260150224,F,3.0,1,0.0
5627,57.57530322656809,M,6.0,0,0.0
5628,20.72690731059513,F,4.0,0,0.0
5629,72.92729415660084,Unclassified,7.0,1,57.21870659281632
5630,34.450687400657486,M,6.0,2,0.0
5632,66.64274507850881,F,5.0,1,102.26377657652519
5634,35.563155393323214,F,8.0,1,0.0
5635,21.81366106760486,M,9.0,0,0.0
5636,30.61004172711662,M,8.0,1,0.0
5639,47.462445730411,M,3.0,0,0.0
5640,44.63500952837044,M,8.0,1,77.14000170681125
5641,57.21609710361841,F,8.0,4,0.0
5642,14.977283885418625,F,6.0,1,38.77899461062306
5643,50.303968442388694,M,8.0,7,484.16623628867796
5646,23.891161634497312,M,8.0,1,97.92194324986313
5647,41.81317757791034,F,6.0,4,0.0
5648,19.771624802175864,Unclassified,6.0,1,0.0
5649,64.65492400369502,Unclassified,6.0,4,249.66064773631774
5650,18.354363569784937,M,7.0,0,0.0
5651,67.77607701361603,M,4.0,3,0.0
5652,39.80225040397256,Unclassified,3.0,0,0.0
5654,46.403304260073,M,4.0,3,0.0
5655,57.7877525646348,M,6.0,1,0.0
5656,25.715226313039476,Unclassified,9.0,1,126.28101414631669
5657,57.27239938311879,F,5.0,1,0.0
5658,46.8189158835864,M,7.0,4,254.36230837503504
5659,62.27780012176767,Unclassified,2.0,0,0.0
5660,65.42445358968845,M,8.0,8,287.2046866751422
5661,43.4847924637,M,3.0,1,62.153091071846916
5663,13.799575032450019,Unclassified,10.0,1,13.188834520641555
5664,22.153747139703057,F,9.0,3,265.8436895795396
5666,45.26845241581971,M,6.0,3,173.72172792684762
5667,14.227895009676171,F,7.0,5,0.0
5669,62.14097548931408,M,7.0,5,0.0
5671,37.483292647229376,F,9.0,2,84.21601421771058
5672,34.39352267005038,M,6.0,2,276.27177979596456
5674,58.356848868847145,M,5.0,2,0.0
5675,27.350731520709395,M,7.0,2,103.72910081801379
5676,62.508989626551056,M,7.0,2,0.0
5677,54.15952406962961,Unclassified,8.0,3,0.0
5678,66.22507975830386,M,2.0,1,0.0
5679,18.269654060095903,Unclassified,2.0,0,0.0
5680,42.296726412313646,Unclassified,8.0,0,0.0
5681,45.60982851294778,F,8.0,4,416.5930369784667
5682,19.381534754154615,F,5.0,1,74.9574295145765
5684,31.288857640885343,F,6.0,1,195.6316851276901
5685,47.84325065291464,F,5.0,1,67.58655062709259
5687,60.39706617742491,F,8.0,2,0.0
5690,38.35442300134138,F,4.0,6,427.5648248323686
5692,61.73044237257398,M,9.0,4,0.0
5693,43.61983584616541,F,5.0,0,0.0
5696,61.718473286427866,F,7.0,0,0.0
5697,62.6342247400917,F,3.0,2,368.7276791026188
5699,63.06943012438121,F,3.0,1,298.9453662147608
5700,46.36983980939194,Unclassified,8.0,2,72.29200145595324
5701,14.588532100830355,F,7.0,2,0.0
5702,21.809766763669025,Unclassified,8.0,0,0.0
5703,69.76189706797018,Unclassified,5.0,3,0.0
5705,47.50384970557994,F,8.0,2,114.96608035914579
5706,15.313843682802364,Unclassified,8.0,1,0.0
5707,44.28534539308385,M,8.0,0,0.0
5709,27.279008950511958,M,8.0,4,552.5323169085856
5710,69.1064995242635,F,4.0,2,337.31611975412676
5711,66.40201592188424,F,9.0,3,646.539905654015
5712,27.696883158972106,M,9.0,3,356.98847611495216
5713,74.83279429129936,Unclassified,6.0,1,18.59118616728988
5714,38.12796008382932,F,3.0,0,0.0
5715,25.02023832570572,M,6.0,9,0.0
5718,48.59454344755319,F,4.0,1,64.60256243714312
5719,16.492835422906907,Unclassified,9.0,0,0.0
5720,22.193159714480913,F,3.0,0,0.0
5721,26.493098798126738,M,8.0,3,222.97168615176506
5722,50.62346926163721,Unclassified,8.0,3,0.0
5725,40.54321789799932,F,3.0,1,81.65132450057311
5726,43.543845477942256,F,5.0,2,0.0
5728,52.9114610242475,M,6.0,1,102.77420335665973
5729,29.79677686442308,M,4.0,1,121.39204311702127
5732,38.535924386670914,F,8.0,1,84.31703425989579
5733,52.56142865904064,F,8.0,3,277.58664397066946
5734,58.28692190188673,F,3.0,2,0.0
5735,55.67602328171984,M,10.0,1,60.005596173108955
5737,62.53263820550639,M,10.0,2,62.872075777973905
5739,55.19911294923861,M,10.0,1,307.8573665689779
5740,38.3732294498523,F,10.0,3,0.0
5741,59.87955295889859,M,5.0,1,30.2365294470926
5744,47.1458321117934,F,9.0,1,0.0
5745,19.46852096325377,F,5.0,1,97.35652365853164
5747,17.25713246554463,Unclassified,9.0,0,0.0
5749,45.938391245064395,Unclassified,5.0,1,0.0
5753,64.80529472586568,M,6.0,7,559.4646567631075
5756,26.752715733470797,F,2.0,1,107.93255019712917
5757,31.512990605804134,M,3.0,0,0.0
5758,21.10801740565514,F,7.0,1,192.1066403773804
5759,67.99296698447245,Unclassified,5.0,0,0.0
5760,19.381140347281725,F,5.0,1,115.89342342253121
5761,49.83469802766782,M,6.0,1,28.88636987080392
5763,47.49246025841069,F,5.0,1,0.0
5764,58.36298123363822,Unclassified,3.0,0,0.0
5765,13.44126092159965,M,4.0,0,0.0
5767,48.000586246628515,F,3.0,1,132.01903430032263
5769,41.02194614800168,M,5.0,3,282.37611675754306
5770,38.89864952453783,Unclassified,7.0,1,0.0
5772,34.22637983435534,F,7.0,1,342.5893393704467
5774,21.907954961012912,M,9.0,3,225.93354140284902
5779,36.72480391395165,Unclassified,3.0,1,34.61008404563053
5782,49.408782283983356,M,10.0,1,88.6221461314146
5783,25.034327176647743,F,7.0,1,58.95799972401197
5784,66.6656733983875,F,1.0,4,0.0
5786,50.28768560538033,F,5.0,3,345.1555523827721
5787,50.134200206408636,M,6.0,1,155.2801401078236
5789,57.70608540625611,F,1.0,0,0.0
5790,22.535902296560884,M,7.0,4,267.72623643864097
5791,42.28272424599799,F,1.0,2,0.0
5792,29.03925049458127,F,7.0,4,347.64412905396676
5793,67.23572102064395,F,7.0,1,207.2504452518983
5794,67.85322426160101,M,3.0,1,0.0
5795,18.645353139484627,F,2.0,1,56.41408981888497
5796,61.88409550500248,Unclassified,9.0,1,0.0
5797,60.99543564769261,M,7.0,5,238.39301977758305
5799,39.93647810750518,F,6.0,4,469.48899787164856
5800,29.95608744453676,F,7.0,1,0.0
5801,22.32867580790908,M,2.0,0,0.0
5803,43.29822106794041,F,5.0,0,0.0
5804,41.46480359880839,F,8.0,2,232.57400000180223
5808,25.880619891587624,F,2.0,0,0.0
5812,15.54242402475277,F,5.0,0,0.0
5814,21.652787247546343,M,7.0,1,189.41337708354672
5815,54.38588526104219,M,8.0,6,0.0
5817,18.925880330189507,M,6.0,2,64.74437082573533
5819,16.11705607229887,F,4.0,0,0.0
5820,26.655572956809422,M,2.0,0,0.0
5821,29.547717440805343,F,8.0,2,0.0
5823,51.972449944059875,F,3.0,1,30.86885965648532
5824,29.64419092134375,M,8.0,1,0.0
5825,47.36664157985089,F,8.0,0,0.0
5826,37.628572363456385,M,6.0,3,226.5130364277777
5827,50.58075833489279,F,8.0,2,101.17155988757685
5828,46.65555789888034,M,7.0,2,108.62851788978233
5829,37.05701550398145,F,8.0,3,0.0
5831,52.417891902428885,F,3.0,1,34.069690013629
5832,38.004733316327616,M,3.0,2,48.09387124172239
5833,57.918234874965734,M,1.0,0,0.0
5834,44.14575735601135,M,3.0,0,0.0
5835,43.084622605015376,M,2.0,0,0.0
5836,51.53947644792608,Unclassified,3.0,0,0.0
5837,28.148293623926964,M,4.0,2,102.90485634618292
5838,30.151493790099572,Unclassified,4.0,0,0.0
5841,21.83030898438043,M,7.0,7,549.3225640448874
5842,50.093159262596856,M,10.0,7,0.0
5843,37.04541311939997,F,7.0,2,184.80431209698455
5844,35.842839551344774,F,7.0,3,194.87249482721631
5846,65.11967579557366,F,5.0,1,204.87628227463136
5847,33.15197151924933,F,3.0,0,0.0
5849,25.864198947190086,F,2.0,1,212.8841912655923
5851,60.30427038464269,F,7.0,0,0.0
5852,64.00349388383646,F,4.0,2,0.0
5854,36.15775283697408,F,8.0,1,99.45251977358367
5855,40.58901396637589,F,8.0,3,0.0
5856,54.37633276076149,F,7.0,0,0.0
5858,67.36409777076997,F,4.0,3,448.4214700887441
5859,34.4778282729753,F,6.0,2,173.69123422527306
5860,42.544785216397564,F,7.0,0,0.0
5861,48.91492272008005,F,4.0,1,0.0
5862,66.53331669863934,F,7.0,1,170.57413937087938
5863,34.09695299149715,F,4.0,7,905.9328536343482
5864,34.16628930309895,Unclassified,8.0,1,0.0
5865,71.69237962326136,F,3.0,0,0.0
5866,23.466165081949143,Unclassified,8.0,2,114.57592949681226
5867,60.92995323395625,M,10.0,1,20.27572349292996
5869,28.1294064523028,F,7.0,0,0.0
5870,41.728861539423704,F,7.0,1,0.0
5873,12.936662937876198,F,7.0,1,82.66493035307295
5874,71.87631948422455,F,2.0,0,0.0
5875,27.940515735301556,F,5.0,6,0.0
5876,24.357146811515335,F,4.0,1,3.1960324955876573
5877,28.547131190300007,F,2.0,0,0.0
5878,38.22031507738474,Unclassified,9.0,2,313.570216773081
5880,60.997409803053124,F,5.0,0,0.0
5881,43.15254404305158,F,8.0,1,339.59024480894647
5883,61.086520425393395,Unclassified,10.0,3,0.0
5884,28.561365451028543,Unclassified,7.0,0,0.0
5885,34.93401560336291,M,6.0,0,0.0
5886,58.36191047891952,F,2.0,0,0.0
5887,27.34660454221134,F,2.0,1,71.0180992723288
5889,66.3113507166309,Unclassified,2.0,0,0.0
5890,16.60887664848381,F,7.0,3,181.91022674981167
5892,65.57472619849105,M,6.0,6,256.1495942213118
5893,30.69902531958444,M,7.0,2,345.4245578332802
5894,54.31537623577464,F,5.0,0,0.0
5896,26.178138221020948,F,7.0,1,0.0
5897,53.41702088246985,F,4.0,2,69.33012433740045
5898,35.67486345346559,Unclassified,9.0,1,0.0
5899,43.826400865290225,M,5.0,1,0.0
5900,55.00431939675438,Unclassified,4.0,0,0.0
5904,52.99760611265717,F,7.0,5,0.0
5905,26.711355629272635,F,3.0,3,0.0
5906,20.459599132539786,M,10.0,2,352.7385634299734
5908,26.480367942393226,M,6.0,8,698.8857516346103
5910,24.073611001869068,M,9.0,8,0.0
5912,20.208114342001654,M,3.0,1,0.0
5914,27.976139478891337,F,3.0,0,0.0
5915,40.857867936686155,F,6.0,3,0.0
5916,50.35737973285988,F,9.0,2,0.0
5917,25.56481209263501,M,2.0,0,0.0
5918,25.219827398128587,M,7.0,1,0.0
5919,30.639931940840615,F,2.0,1,94.34602812480868
5920,63.7043999468211,M,7.0,3,0.0
5921,58.683318971380054,F,8.0,1,0.0
5922,27.17006518857586,M,5.0,2,336.1436476780511
5923,59.30747674307239,F,2.0,1,0.0
5925,61.25133365375646,M,6.0,3,94.403217013959
5927,57.304929652923036,F,5.0,4,214.61355016395956
5930,50.55480475470647,Unclassified,7.0,1,9.348136191557964
5931,12.601880678692979,M,5.0,2,0.0
5932,60.09088001896061,M,7.0,0,0.0
5933,47.37196330216727,Unclassified,9.0,1,35.919942077442045
5935,45.64916772025886,Unclassified,2.0,0,0.0
5937,72.53173871901474,F,2.0,1,0.0
5939,30.811951361753486,F,1.0,0,0.0
5942,49.95853000668024,F,6.0,0,0.0
5943,23.372462790444203,F,1.0,0,0.0
5944,21.227205563518073,F,10.0,3,262.55064998646003
5945,42.848142113395674,F,7.0,2,232.550103842503
5946,63.67979481439752,F,6.0,2,0.0
5947,24.08615530651937,M,3.0,0,0.0
5951,64.86477582497236,M,7.0,4,205.56638221859106
5952,20.14774439047473,F,3.0,2,0.0
5953,29.526288497280856,F,7.0,3,478.98597251179984
5955,35.16189852083868,M,3.0,0,0.0
5956,56.715266318251594,F,7.0,7,405.39193472981003
5959,61.95885345032374,Unclassified,3.0,0,0.0
5962,34.391500353273045,M,10.0,2,0.0
5963,36.06847771265535,M,7.0,2,93.37788344475729
5964,30.530086953597166,M,7.0,5,0.0
5965,40.84057190929399,F,9.0,5,640.3303749479097
5966,58.98348198270075,Unclassified,3.0,0,0.0
5967,32.84817868024276,F,7.0,2,0.0
5968,38.21784230728345,F,5.0,2,327.6151941727385
5969,62.85617614722495,F,5.0,5,0.0
5974,52.827237427032884,M,3.0,0,0.0
5977,44.436821989986306,M,8.0,7,0.0
5981,58.06980410499834,Unclassified,9.0,1,73.06486383609266
5982,26.81420753654438,M,3.0,0,0.0
5983,67.14156719821656,M,6.0,4,158.22399950095067
5984,30.206953464091377,M,7.0,2,0.0
5986,33.681089083160735,F,8.0,0,0.0
5988,33.63973942292137,M,7.0,1,29.332886232420286
5989,35.012456408302704,M,9.0,4,0.0
5991,23.400021212825266,M,8.0,1,64.5131698359303
5992,47.84693291103835,M,7.0,1,25.39903920178198
5995,62.89853140443693,M,7.0,10,0.0
5996,16.011197776167563,F,6.0,3,134.95656897609032
5997,43.84386470963424,M,8.0,0,0.0
5998,53.94730496258515,M,7.0,3,0.0
5999,34.65088840390744,F,4.0,1,71.77537336269472
6000,29.652214454605627,M,5.0,3,247.0954066728823
6001,34.85906196885433,Unclassified,3.0,0,0.0
6002,36.16451645894115,M,7.0,5,423.7067851942537
6003,47.323761713067164,F,6.0,1,32.16069649285717
6004,53.86267353363799,M,4.0,1,0.0
6005,45.9064039909143,F,3.0,4,572.7687910460544
6006,65.8121495826908,Unclassified,7.0,1,0.0
6007,46.84370365396784,F,1.0,1,0.0
6008,37.0215516719635,M,3.0,0,0.0
6010,69.14050757953592,F,5.0,1,0.0
6011,37.44294130513093,M,9.0,4,246.5435718892394
6012,42.312425267706466,F,7.0,4,251.99262893373412
6013,50.74572803058907,F,9.0,2,0.0
6015,41.82388393866982,F,3.0,0,0.0
6016,25.35238881076137,F,8.0,2,0.0
6017,71.56516082565071,F,7.0,3,0.0
6019,44.13531736013718,F,10.0,2,296.4785175835058
6020,41.52430896343667,Unclassified,8.0,1,77.77268861677567
6021,28.60603569807265,Unclassified,6.0,1,45.790460993088104
6022,67.00433822877001,M,5.0,3,0.0
6023,23.734165284848732,F,7.0,6,0.0
6024,50.090150965914006,F,5.0,1,0.0
6026,64.56222997009051,M,6.0,1,115.07445135127954
6027,45.24790081670258,Unclassified,7.0,2,92.04641705117612
6028,18.26978790994808,Unclassified,3.0,0,0.0
6029,65.49701172818236,F,8.0,0,0.0
6032,36.07366518274129,Unclassified,3.0,0,0.0
6034,52.817141818401545,Unclassified,6.0,2,0.0
6035,33.29416012376589,F,3.0,0,0.0
6036,32.329859271837066,M,6.0,2,0.0
6037,43.877548656379155,Unclassified,3.0,1,0.0
6038,61.92920493048833,M,7.0,3,135.06102830306625
6039,36.05050834438068,Unclassified,6.0,1,0.0
6040,19.349491520599983,Unclassified,3.0,0,0.0
6042,61.593795157562234,Unclassified,8.0,2,144.67396519297918
6043,27.157332667908015,F,3.0,4,496.8725601253516
6044,31.8411782709579,F,3.0,4,336.2589587055899
6045,26.093799312017545,F,7.0,2,103.13280688933959
6046,51.747413030272384,M,2.0,0,0.0
6047,44.95113863261888,M,7.0,6,356.4446927795717
6048,33.54110593430533,Unclassified,9.0,1,0.0
6049,25.548561125724135,Unclassified,1.0,0,0.0
6050,16.46690108498069,F,4.0,0,0.0
6051,40.758924245331386,Unclassified,7.0,0,0.0
6052,30.1872250261571,Unclassified,7.0,0,0.0
6053,35.36389900157279,M,7.0,1,0.0
6054,35.81387943447174,M,10.0,0,0.0
6057,61.69947286636918,F,1.0,2,386.8281071952531
6058,51.86624112615099,M,7.0,0,0.0
6060,34.09468599800387,Unclassified,2.0,0,0.0
6062,25.474496425865883,Unclassified,7.0,1,0.0
6063,48.28576754637246,F,10.0,1,0.0
6064,45.76321735571198,F,7.0,3,0.0
6065,37.0282905329473,F,5.0,4,479.35909124403855
6066,39.186927104320645,F,7.0,3,211.07308733643507
6067,17.745288345992286,Unclassified,8.0,1,134.3026335068547
6068,52.73876090496563,F,9.0,1,13.943128534668352
6069,25.419144751405547,F,2.0,0,0.0
6070,23.3163202333392,M,9.0,5,0.0
6072,45.59612106592464,M,8.0,5,510.0666274188328
6073,41.52401486459473,F,7.0,1,93.17828062568512
6074,37.58435032706473,F,4.0,0,0.0
6075,61.92955134464799,F,9.0,1,0.0
6076,60.27678111976467,Unclassified,7.0,0,0.0
6078,58.206696251582045,M,8.0,3,215.5669990361574
6079,24.649930935735902,F,5.0,1,0.0
6080,36.14039070505244,Unclassified,1.0,0,0.0
6081,44.140631833049845,F,4.0,0,0.0
6083,62.09386460703409,M,6.0,0,0.0
6084,41.30424984003081,Unclassified,2.0,1,0.0
6085,19.105407491170375,Unclassified,4.0,0,0.0
6086,27.575804844180897,M,2.0,0,0.0
6088,52.85321311194984,F,5.0,0,0.0
6090,25.949106418637275,M,8.0,4,367.5886593242137
6092,20.784888665428767,F,5.0,3,0.0
6093,22.094330748342813,M,3.0,0,0.0
6094,70.67260778336741,F,5.0,3,230.71652594040665
6095,41.10530386785389,Unclassified,6.0,0,0.0
6096,44.578376807773715,M,7.0,1,0.0
6097,37.47605635033072,M,1.0,0,0.0
6102,56.83190796343712,Unclassified,4.0,0,0.0
6103,70.34689956864779,M,6.0,4,0.0
6104,12.995564835197808,F,8.0,2,103.44340742744508
6105,43.39949682391815,M,7.0,3,165.93797749966905
6106,48.12754706367748,M,2.0,0,0.0
6107,35.83998188320179,M,3.0,1,33.29489515350832
6108,38.19965955218658,M,5.0,1,47.39432329466689
6109,47.34051714380283,Unclassified,8.0,2,206.30909991061958
6111,44.54820092093301,Unclassified,4.0,1,118.40218104013339
6112,65.88016669825893,Unclassified,4.0,2,75.68288138456236
6113,22.162503307254774,M,8.0,3,0.0
6114,34.80094308679372,F,2.0,0,0.0
6115,38.385649349789226,F,5.0,2,159.9375662684206
6116,44.0388691326872,M,3.0,0,0.0
6118,34.51780786558863,M,5.0,5,363.40323188142554
6119,45.33152773519376,F,7.0,4,0.0
6120,20.464850957253987,F,7.0,1,151.62280807221651
6121,17.59412014764183,M,9.0,3,0.0
6122,53.890441587915085,F,6.0,1,61.9170874689162
6123,61.64381313416734,M,2.0,0,0.0
6124,41.077474766207345,Unclassified,9.0,2,193.4896024784001
6125,15.54326543542633,F,4.0,3,0.0
6127,46.01021859444723,Unclassified,8.0,1,53.37636922086652
6128,46.97358908949478,F,6.0,1,0.0
6129,66.35948205371167,F,4.0,2,0.0
6130,49.775898738847594,M,7.0,4,289.34519779145705
6131,30.608760196837473,Unclassified,7.0,2,47.130627355155205
6133,65.71919883968002,F,3.0,3,0.0
6134,40.496496714070844,F,8.0,0,0.0
6135,40.59271923432732,F,5.0,0,0.0
6136,41.612277695416786,F,5.0,2,0.0
6137,23.750589575151874,F,2.0,0,0.0
6138,34.832232664843104,F,1.0,0,0.0
6139,58.30147691391581,M,3.0,2,149.29711851716067
6140,39.90348930515188,F,7.0,4,0.0
6141,31.079156790911668,M,8.0,6,579.7670099337315
6142,63.51974547374199,M,9.0,9,370.7928741299937
6143,54.79915068198032,F,5.0,1,14.623397633697868
6145,40.10731800491841,Unclassified,5.0,0,0.0
6146,24.409190624897924,M,10.0,1,0.0
6147,51.39887830563958,M,7.0,0,0.0
6148,47.621568942251294,M,6.0,0,0.0
6149,56.061320442110734,F,7.0,2,63.55934135989557
6150,62.17361136645832,F,3.0,2,350.17728773735007
6151,30.200652092030765,M,8.0,3,297.25942230949425
6153,52.6774207055661,F,5.0,1,158.66168543686055
6154,28.281237191973993,F,3.0,1,75.71351374064879
